ID,Orchestra,ComposerName,ConductorName
512,New York Philharmonic,"Bizet, Georges","Gilbert, Alan"
754,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
901,New York Philharmonic,"Sibelius, Jean","Gilbert, Alan"
287,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
151,NYP Presentation,"Respighi, Ottorino","Dutoit, Charles"
853,Musicians from the New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
441,New York Philharmonic,"Fernandez [FernÌ¢ndez], Oscar Lorenzo","Gilbert, Alan"
11,New York Philharmonic,"Ades [AdÌ¬s], Thomas","Ades [AdÌ¬s], Thomas"
69,New York Philharmonic,"Tobias, Charles","Daugherty, George"
400,New York Philharmonic,"Yanov-Yanovsky, Dmitri","Gilbert, Alan"
194,NY Philharmonic Ensembles,"Kern, Jerome","Fisher, Rob"
113,New York Philharmonic,"Anthem,","Dix, Brian"
786,Members of NY Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
139,New York Philharmonic,"Brahms, Johannes","Dutoit, Charles"
461,New York Philharmonic,"Sousa, John Philip","Gilbert, Alan"
173,New York Philharmonic,"Bruckner, Anton","Eschenbach, Christoph"
474,New York Philharmonic,"Prokofiev, Sergei","Gilbert, Alan"
917,New York Philharmonic,"Musorgsky, Modest","Gilbert, Alan"
992,Members of NY Philharmonic,"Morricone, Ennio","Gilbert, Alan"
18,Musicians from the New York Philharmonic,"Dvorak, AntonÌ_n","Boreyko, Andrey"
187,New York Philharmonic,"Beethoven, Ludwig van","Fisher, Rob"
657,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
484,NYP Presentation,"Berlioz, Hector","Gilbert, Alan"
862,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
794,New York Philharmonic,"Bach, Johann Sebastian","Gilbert, Alan"
770,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
803,New York Philharmonic,"Shostakovich, Dmitri","Gilbert, Alan"
584,New York Philharmonic,"Ozone, Makato","Gilbert, Alan"
456,New York Philharmonic,"Bruckner, Anton","Gilbert, Alan"
392,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
350,New York Philharmonic,"Joo, Hyung-ki","Gilbert, Alan"
678,New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
60,New York Philharmonic,"Stalling, Carl W.","Daugherty, George"
430,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
637,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
861,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
370,NY Philharmonic Ensembles,"Bacalov, Luis Enrique","Gilbert, Alan"
33,Musicians from the New York Philharmonic,"Mendelssohn, Felix","Boreyko, Andrey"
228,New York Philharmonic,"Orff, Carl","Fruhbeck de Burgos, Rafael"
4,New York Philharmonic,"Choi, Elli","Adelson, Michael"
636,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
489,New York Philharmonic,"Rimsky-Korsakov, Nikolai","Gilbert, Alan"
540,New York Philharmonic,"Debussy, Claude","Gilbert, Alan"
101,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
468,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
477,New York Philharmonic,"Verdi, Giuseppe","Gilbert, Alan"
337,New York Philharmonic,"Igudesman, Aleksey","Gilbert, Alan"
497,New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
933,Musicians from the New York Philharmonic,"Nielsen, Carl","Gilbert, Alan"
558,New York Philharmonic,"Sousa, John Philip","Gilbert, Alan"
233,New York Philharmonic,"Sondheim, Stephen","Gemignani, Paul"
251,New York Philharmonic,"Donatoni, Franco","Gersen, Joshua"
104,New York Philharmonic,"MacMillan, James","Deneve [DenÌ¬ve], Stephane [StÌ©phane]"
938,NYP Presentation,"Nielsen, Carl","Gilbert, Alan"
630,Musicians from the New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
809,NY Philharmonic Ensembles,"Strauss, Richard","Gilbert, Alan"
125,New York Philharmonic,"Dvorak, AntonÌ_n","Dohnanyi, Christoph von"
507,New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
524,New York Philharmonic,"Offenbach, Jacques","Gilbert, Alan"
791,New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
693,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
645,New York Philharmonic,"Bach, Johann Sebastian","Gilbert, Alan"
1004,Musicians from the New York Philharmonic,"Puccini, Giacomo","Gilbert, Alan"
1003,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
106,New York Philharmonic,"Faure [FaurÌ©], Gabriel-Urbain","Deneve [DenÌ¬ve], Stephane [StÌ©phane]"
201,NYP Presentation,"Traditional,","Fisher, Rob"
675,New York Philharmonic,"Liszt, Franz","Gilbert, Alan"
511,Musicians from the New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
332,New York Philharmonic,"Rouse, Christopher","Gilbert, Alan"
911,NYP Presentation,"Sibelius, Jean","Gilbert, Alan"
325,New York Philharmonic,"Salonen, Esa-Pekka","Gilbert, Alan"
986,New York Philharmonic,"Lindberg, Magnus","Gilbert, Alan"
159,New York Philharmonic,"Respighi, Ottorino","Dutoit, Charles"
721,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
562,Musicians from the New York Philharmonic,"Barber, Samuel","Gilbert, Alan"
855,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
126,New York Philharmonic,"Schubert, Franz","Dohnanyi, Christoph von"
90,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
977,Musicians from the New York Philharmonic,"Rodgers, Richard","Gilbert, Alan"
545,New York Philharmonic,"Korngold, Erich","Gilbert, Alan"
58,New York Philharmonic,"Stalling, Carl W.","Daugherty, George"
98,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
614,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
56,New York Philharmonic,"Strauss, Johann, II","Daugherty, George"
615,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
893,New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
13,Members of NY Philharmonic,"Beethoven, Ludwig van","Ades [AdÌ¬s], Thomas"
978,New York Philharmonic,"Sibelius, Jean","Gilbert, Alan"
88,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
778,New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
469,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
29,NY Philharmonic Ensembles,"Shostakovich, Dmitri","Boreyko, Andrey"
600,NY Philharmonic Ensembles,"Anderson, Leroy","Gilbert, Alan"
923,New York Philharmonic,"Musorgsky, Modest","Gilbert, Alan"
801,New York Philharmonic,"Shostakovich, Dmitri","Gilbert, Alan"
41,New York Philharmonic,"Chaplin, Charles","Brock, Timothy"
32,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey"
995,NYP Presentation,"Lindberg, Magnus","Gilbert, Alan"
967,New York Philharmonic,"Sarasate, Pablo de","Gilbert, Alan"
789,New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Gilbert, Alan"
842,New York Philharmonic,"Rodgers, Richard","Gilbert, Alan"
27,Musicians from the New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey"
258,New York Philharmonic,"Rankin, Rimari","Gersen, Joshua"
57,New York Philharmonic,"Strauss, Johann, II","Daugherty, George"
543,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
776,Musicians from the New York Philharmonic,"Bartok [BartÌ_k], BÌ©la","Gilbert, Alan"
774,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
506,New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
347,New York Philharmonic,"Norman, Monty","Gilbert, Alan"
307,Musicians from the New York Philharmonic,"Liao, Shuwen","Gilbert, Alan"
279,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
641,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
374,NYP Presentation,"Morricone, Ennio","Gilbert, Alan"
2,NYP Presentation,"Hanson, Graydon","Adelson, Michael"
552,NY Philharmonic Ensembles,"Lyadov, Anatoli","Gilbert, Alan"
577,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
304,New York Philharmonic,"Rouse, Christopher","Gilbert, Alan"
528,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
734,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
308,New York Philharmonic,"Rouse, Christopher","Gilbert, Alan"
253,New York Philharmonic,"Mostel, Raphael","Gersen, Joshua"
108,New York Philharmonic,"Dix, Brian","Dix, Brian"
695,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
563,New York Philharmonic,"Anthem,","Gilbert, Alan"
879,Members of NY Philharmonic,"Barber, Samuel","Gilbert, Alan"
216,NYP Presentation,"Lalo, Edouard","Fruhbeck de Burgos, Rafael"
707,Musicians from the New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
217,New York Philharmonic,"Lalo, Edouard","Fruhbeck de Burgos, Rafael"
736,Musicians from the New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
556,New York Philharmonic,"Sousa, John Philip","Gilbert, Alan"
727,New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
554,New York Philharmonic,"Giordano, Umberto","Gilbert, Alan"
700,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
131,New York Philharmonic,"Beethoven, Ludwig van","Dohnanyi, Christoph von"
198,New York Philharmonic,"Bliss, Philip","Fisher, Rob"
692,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
149,New York Philharmonic,"Bizet, Georges","Dutoit, Charles"
239,New York Philharmonic,"Hamlisch, Marvin","Gemignani, Paul"
751,Members of NY Philharmonic,"Ravel, Maurice","Gilbert, Alan"
561,Musicians from the New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
856,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
162,New York Philharmonic,"Respighi, Ottorino","Dutoit, Charles"
586,New York Philharmonic,"Chabrier, Emmanuel","Gilbert, Alan"
471,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
712,Musicians from the New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
949,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
656,New York Philharmonic,"Khachaturian, Aram","Gilbert, Alan"
344,New York Philharmonic,"Morricone, Ennio","Gilbert, Alan"
895,New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
521,New York Philharmonic,"Massenet, Jules","Gilbert, Alan"
480,New York Philharmonic,"Berlioz, Hector","Gilbert, Alan"
772,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
715,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
663,NY Philharmonic Ensembles,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
595,New York Philharmonic,"Anderson, Leroy","Gilbert, Alan"
247,New York Philharmonic,"Sondheim, Stephen","Gemignani, Paul"
689,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
708,New York Philharmonic,"Bernstein, Leonard","Gilbert, Alan"
887,New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
290,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
10,New York Philharmonic,"Wallace, David","Adelson, Michael"
621,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
72,Musicians from the New York Philharmonic,"Faure [FaurÌ©], Gabriel-Urbain","Davis, Andrew"
968,New York Philharmonic,"Rachmaninoff, Sergei","Gilbert, Alan"
449,New York Philharmonic,"Altman, Arthur","Gilbert, Alan"
640,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
798,New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
533,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
436,Musicians from the New York Philharmonic,"Copland, Aaron","Gilbert, Alan"
353,New York Philharmonic,"Adolphe, Julia","Gilbert, Alan"
881,New York Philharmonic,"Barber, Samuel","Gilbert, Alan"
116,New York Philharmonic,"Bulla, Stephen","Dix, Brian"
877,New York Philharmonic,"Barber, Samuel","Gilbert, Alan"
138,New York Philharmonic,"Saint-Saens [Saint-SaÌÇns], Camille","Dutoit, Charles"
329,New York Philharmonic,"Salonen, Esa-Pekka","Gilbert, Alan"
648,Musicians from the New York Philharmonic,"Gershwin, George","Gilbert, Alan"
940,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
256,New York Philharmonic,"Mostel, Raphael","Gersen, Joshua"
183,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Fisher, Rob"
169,New York Philharmonic,"Glinka, Mikhail","Dutoit, Charles"
565,Musicians from the New York Philharmonic,"Anthem,","Gilbert, Alan"
140,New York Philharmonic,"Berlioz, Hector","Dutoit, Charles"
888,Musicians from the New York Philharmonic,"Mahler, Gustav","Gilbert, Alan"
885,New York Philharmonic,"Schubert, Franz","Gilbert, Alan"
285,New York Philharmonic,"Sibelius, Jean","Gersen, Joshua"
748,New York Philharmonic,"Ravel, Maurice","Gilbert, Alan"
593,New York Philharmonic,"Bach, Johann Sebastian","Gilbert, Alan"
573,New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
23,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey"
873,New York Philharmonic,"Debussy, Claude","Gilbert, Alan"
166,NY Philharmonic Ensembles,"Ravel, Maurice","Dutoit, Charles"
799,NY Philharmonic Ensembles,"Brahms, Johannes","Gilbert, Alan"
352,New York Philharmonic,"Traditional,","Gilbert, Alan"
865,New York Philharmonic,"Beethoven, Ludwig van","Gilbert, Alan"
673,New York Philharmonic,"Mozart, Wolfgang Amadeus","Gilbert, Alan"
136,Members of NY Philharmonic,"Rachmaninoff, Sergei","Dutoit, Charles"
811,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
450,New York Philharmonic,"Strauss, Richard","Gilbert, Alan"
248,NYP Presentation,"Sondheim, Stephen","Gemignani, Paul"
86,New York Philharmonic,"Prokofiev, Sergei","Davis, Andrew"
844,New York Philharmonic,"Rodgers, Richard","Gilbert, Alan"
817,Musicians from the New York Philharmonic,"Stravinsky, Igor","Gilbert, Alan"
899,Musicians from the New York Philharmonic,"Shostakovich, Dmitri","Gilbert, Alan"
980,New York Philharmonic,"Lunsqui, Alexandre","Gilbert, Alan"
599,New York Philharmonic,"Anderson, Leroy","Gilbert, Alan"
604,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Gilbert, Alan"
369,Musicians from the New York Philharmonic,"Bacalov, Luis Enrique","Gilbert, Alan"
182,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Fisher, Rob"
6,New York Philharmonic,"Taslima, Farah","Adelson, Michael"
797,New York Philharmonic,"Brahms, Johannes","Gilbert, Alan"
987,NYP Presentation,"Lindberg, Magnus","Gilbert, Alan"
688,New York Philharmonic,"Gershwin, George","Gilbert, Alan"
